id	age	sexe	nivetud	qualif	freres.soeurs	clso	trav.imp	trav.satisf	hard.rock	lecture.bd	peche.chasse	cuisine	bricol	cinema	sport	heures.tv
383	29	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Oui	Non	Non	Oui	Oui	Non	2
384	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0
385	49	Femme	2eme_cycle	Cadre	3	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	1.4
389	50	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	1
393	22	Femme	Enseignement_technique_ou_professionnel_long	Employe	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Oui	3
397	52	Femme	Derniere_annee_d'etudes_primaires	Employe	5	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	3
400	53	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	5	Non	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Non	Non	0.6
401	44	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	6	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0.6
402	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Peu_important	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	2
406	42	Homme	1er_cycle	Ouvrier_specialise	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Non	Non	2
409	46	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2
411	42	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	2
413	35	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	3	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	3
414	37	Femme	Enseignement_technique_ou_professionnel_court	Employe	7	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	0
415	23	Homme	Enseignement_technique_ou_professionnel_long	Employe	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	0
419	39	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	3
420	39	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	3	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Oui	Oui	Oui	Non	Oui	3
422	57	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
424	57	Femme	Derniere_annee_d'etudes_primaires	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0
425	44	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	1	Oui	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
427	19	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	0.4
428	24	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	0
430	40	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	0
431	44	Homme	Derniere_annee_d'etudes_primaires	Profession_intermediaire	4	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Oui	Non	3
433	40	Femme	1er_cycle	Profession_intermediaire	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	1
437	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	1
440	40	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Oui	Non	Non	Oui	Oui	0.9
442	36	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2
446	34	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	3	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Non	Non	1
452	35	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	1
460	39	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	4
462	47	Homme	2eme_cycle	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Oui	2
463	54	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
465	41	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	1.4
466	38	Femme	2eme_cycle	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	1
467	37	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.6
468	54	Femme	Derniere_annee_d'etudes_primaires	Employe	8	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	3
469	38	Homme	2eme_cycle	Profession_intermediaire	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	4
470	40	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Non	Peu_important	Equilibre	Non	Non	Oui	Non	Oui	Oui	Non	0.7
472	38	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Oui	3
473	39	Homme	Enseignement_technique_ou_professionnel_court	Technicien	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	1.1
476	39	Femme	2eme_cycle	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
478	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	3
479	33	Homme	Enseignement_technique_ou_professionnel_court	Technicien	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Oui	3
481	47	Femme	Derniere_annee_d'etudes_primaires	Employe	6	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Non	Non	3
483	62	Femme	Derniere_annee_d'etudes_primaires	Employe	1	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Non	2
487	52	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	0.4
490	23	Femme	2eme_cycle	Employe	4	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	1
492	34	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	9	Non	Peu_important	Equilibre	Non	Oui	Oui	Oui	Oui	Oui	Oui	1
493	47	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	1
494	40	Homme	2eme_cycle	Cadre	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	3
497	42	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	0
498	38	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	0
499	56	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	2
502	44	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	3	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2
503	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	8	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Non	3
504	40	Femme	1er_cycle	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2
505	44	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	3
512	38	Femme	2eme_cycle	Profession_intermediaire	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	3
513	51	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Non	Oui	3
515	35	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	2
516	37	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	3
517	54	Femme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	2
518	46	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	2	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Non	Non	3
522	43	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	2
523	43	Homme	Enseignement_technique_ou_professionnel_court	Autre	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	3
527	58	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	4	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2
528	39	Femme	1er_cycle	Ouvrier_specialise	9	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	0.7
530	39	Homme	2eme_cycle	Profession_intermediaire	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	2
531	56	Homme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0.7
535	46	Femme	Enseignement_technique_ou_professionnel_court	Employe	8	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	1
536	30	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Employe	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	0
537	38	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	8	Oui	Peu_important	Insatisfaction	Non	Non	Non	Non	Non	Non	Non	0.3
538	59	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	5
539	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
541	31	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	3
542	55	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
543	44	Femme	1er_cycle	Employe	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	7
544	22	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
546	41	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	2
547	43	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	0	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Oui	3
548	53	Homme	1er_cycle	Ouvrier_qualifie	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Non	2.1
549	41	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
552	60	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Oui	Oui	0.1
553	38	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	2
554	35	Homme	Enseignement_technique_ou_professionnel_court	Technicien	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2
555	39	Homme	Enseignement_technique_ou_professionnel_long	Employe	3	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Oui	Oui	Non	Oui	Non	2
558	48	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	0
568	54	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	0
569	54	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	5	Non	Peu_important	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
572	36	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2.1
574	31	Femme	2eme_cycle	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	1
575	50	Homme	Enseignement_technique_ou_professionnel_long	Cadre	6	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0
576	22	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2
581	47	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0.3
582	28	Femme	Enseignement_technique_ou_professionnel_court	Employe	0	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	5
583	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	4
585	48	Femme	Enseignement_technique_ou_professionnel_court	Employe	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
589	48	Femme	2eme_cycle	Employe	9	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	0.4
590	28	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Non	Oui	Non	4
591	33	Homme	Enseignement_technique_ou_professionnel_court	Technicien	6	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	3
594	31	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	0.1
596	32	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0.1
597	32	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	4
599	50	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	3
600	45	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Non	Oui	1
603	50	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0.3
605	25	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	2	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Oui	Non	Oui	Oui	Non	0.9
606	38	Femme	Enseignement_technique_ou_professionnel_long	Technicien	6	Non	Le_plus_important	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
607	23	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	0.4
608	38	Homme	N'a_jamais_fait_d'etudes	Ouvrier_specialise	3	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
609	48	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Non	Non	2.9
612	56	Femme	Enseignement_technique_ou_professionnel_long	Employe	3	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	0.6
613	26	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	1
616	49	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	3
621	50	Femme	Enseignement_superieur_y_compris_technique_superieur	Technicien	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	0
623	57	Femme	N'a_jamais_fait_d'etudes	Employe	7	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	2
624	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	0.9
627	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Oui	Non	Non	2
629	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
631	53	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	0.3
632	42	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Non	Oui	0
633	54	Femme	Derniere_annee_d'etudes_primaires	Profession_intermediaire	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
635	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Non	Oui	1
637	51	Femme	Derniere_annee_d'etudes_primaires	Employe	7	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	3
638	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	0.9
639	29	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	2
640	31	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
644	38	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	1
647	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	2
648	51	Homme	Enseignement_technique_ou_professionnel_long	Technicien	3	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0.3
650	37	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Oui	Oui	2
652	39	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.3
658	32	Femme	2eme_cycle	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	1
662	30	Homme	1er_cycle	Ouvrier_qualifie	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	0
666	45	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
671	35	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0.7
672	31	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
674	33	Femme	1er_cycle	Ouvrier_specialise	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	0.3
676	49	Femme	2eme_cycle	Employe	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	0
679	27	Homme	2eme_cycle	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	3
681	52	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
683	43	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
685	35	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	1
688	36	Homme	2eme_cycle	Ouvrier_qualifie	5	Non	Peu_important	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
690	44	Homme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	4
692	58	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	3
694	51	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	0
695	61	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	0
700	55	Homme	2eme_cycle	Cadre	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0.1
703	24	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
705	47	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
707	36	Homme	2eme_cycle	Employe	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	4
710	49	Femme	2eme_cycle	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	1
711	29	Femme	Enseignement_technique_ou_professionnel_court	Employe	8	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	3
712	58	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
713	52	Homme	Enseignement_technique_ou_professionnel_court	Employe	7	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Oui	Non	Oui	Non	Oui	1
715	38	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	2
716	58	Femme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	5	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	1
718	40	Femme	2eme_cycle	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Oui	3
719	60	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	0
720	55	Homme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Ouvrier_qualifie	13	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
721	43	Homme	1er_cycle	Ouvrier_qualifie	1	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0
722	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0
723	59	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	1
724	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Oui	1
